State,District,City,Latitude,Longitude,Population,Area (in km^2),Pop_Density_per_sqkm,Trip Focus,PT_route_km_est,Coverage_km_per_km2,Accessibility_500m_pct,Avg_Trip_km_est,Fare_per_km_INR,Pct_Income_Spent_on_PT_monthly,Ridership_bus_per_day,Ridership_metro_per_day,Ridership_ipt_per_day,Frequency_score,Affordability_score,Integration_score,Reliability_score,NMT_score,City_Score,Recommended_PT_System,Recommended_PT_Reason
Andhra Pradesh,Rangareddy,GHMC,0,0,413571,0,0,Short Trips (IPT/Bus Focus),4.648,0,12.02,7.08,1.88,6.127,163940,24566,188423,100,90.6,23.2,0,100,60.91,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 413,571, density 0.0, NA% short trips, and NA% medium trips."
Andhra Pradesh,Rangareddy,GHMC,0,0,105987,0,0,Short Trips (IPT/Bus Focus),4.63,0,10.54,6.01,2.1,7.283,35484,2077,48521,26.6,89.5,18.8,73.4,100,52.96,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 105,987, density 0.0, NA% short trips, and NA% medium trips."
Andhra Pradesh,Rangareddy,GHMC,0,0,384835,0,0,Short Trips (IPT/Bus Focus),4.698,0,7.32,6.04,2.05,7.599,140080,17241,185106,100,89.8,18.5,0,100,60.32,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 384,835, density 0.0, NA% short trips, and NA% medium trips."
Andhra Pradesh,Rangareddy,GHMC,0,0,118577,0,0,Short Trips (IPT/Bus Focus),3.022,0,12.02,6.74,2,5.853,45225,2277,54593,79.8,90,21.4,20.2,100,58.62,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 118,577, density 0.0, NA% short trips, and NA% medium trips."
Andhra Pradesh,Rangareddy,GHMC,0,0,369034,0,0,Short Trips (IPT/Bus Focus),6.634,0,12.14,7.38,1.78,6.299,136321,7085,177874,100,91.1,21,0,100,60.76,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 369,034, density 0.0, NA% short trips, and NA% medium trips."
Andhra Pradesh,Rangareddy,GHMC,0,0,229823,0,0,Short Trips (IPT/Bus Focus),5.087,0,10.06,5.06,2.51,6.977,86551,6849,111188,100,87.4,20.3,0,100,60.14,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 229,823, density 0.0, NA% short trips, and NA% medium trips."
Andhra Pradesh,Mahbubnagar,Mahbubnagar,16.75,78,190400,0,0,Short Trips (IPT/Bus Focus),5.006,0,9.48,6.81,2,5.733,67287,3998,100455,70.8,90,18.8,29.2,100,57.46,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 190,400, density 0.0, NA% short trips, and NA% medium trips."
Andhra Pradesh,Nalgonda,Suryapet,17.13,79.62,106805,35,3051.57,Short Trips (IPT/Bus Focus),20.123,0.5749,10.5,6.9,1.88,6.411,39902,4828,59854,55.7,90.6,21,44.3,100,76.26,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 106,805, density 3051.57, NA% short trips, and NA% medium trips."
Andhra Pradesh,Nalgonda,Nalgonda,17.05,79.27,154326,105,1469.77,Short Trips (IPT/Bus Focus),47.21,0.4496,11.8,6.23,2.15,5.869,63551,3148,72873,55.3,89.2,22.3,44.7,100,76.14,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 154,326, density 1469.77, NA% short trips, and NA% medium trips."
Andhra Pradesh,Nalgonda,Miryalaguda,16.87,79.58,104918,28.36,3699.51,Short Trips (IPT/Bus Focus),8.068,0.2845,12.08,6.31,2.06,6.448,35609,6442,50004,59.4,89.7,21.4,40.6,100,76.54,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 104,918, density 3699.51, NA% short trips, and NA% medium trips."
Andhra Pradesh,Warangal,Warangal,18,79.59,620116,406.87,1524.11,Long Trips (Metro/BRT Focus),204.404,0.5024,23.65,7.79,1.89,4.714,481706,12402,180082,100,90.6,42.3,0,100,82.82,Bus System + IPT (dedicated lanes on major corridors),"Based on population 620,116, density 1524.11, NA% short trips, and NA% medium trips."
Andhra Pradesh,Khammam,Khammam,17.25,80.17,184210,93.45,1971.21,Short Trips (IPT/Bus Focus),56.249,0.6019,10.74,5.85,2.32,5.617,80279,7700,88826,75.3,88.4,23.1,24.7,100,78.1,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 184,210, density 1971.21, NA% short trips, and NA% medium trips."
Andhra Pradesh,Srikakulam,Srikakulam,18.3,83.9,135367,136,995.35,Short Trips (IPT/Bus Focus),39.399,0.2897,8.18,6.83,1.89,6.649,55771,2843,55419,100,90.6,19.9,0,100,80.58,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 135,367, density 995.35, NA% short trips, and NA% medium trips."
Andhra Pradesh,Vizianagaram,Vizianagaram,18.11,83.4,228720,140,1633.71,Short Trips (IPT/Bus Focus),48.357,0.3454,9.54,7.13,1.87,5.956,79869,20539,107178,100,90.6,21,0,100,80.69,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 228,720, density 1633.71, NA% short trips, and NA% medium trips."
Andhra Pradesh,Visakhapatnam,GVMC,0,0,1730320,0,0,Short Trips (IPT/Bus Focus),85.7,0,25.7,7.34,2.02,4.579,1283551,96552,375826,43.3,89.9,43.7,56.7,100,57.18,Bus + BRT/Trolley + IPT (plan Metro/LRT corridors) (low density: prefer Bus/BRT + IPT; metro less efficient),"Based on population 1,730,320, density 0.0, NA% short trips, and NA% medium trips."
Andhra Pradesh,East Godavari,Rajahmundry,17,81.78,341831,45,7596.24,Short Trips (IPT/Bus Focus),15.1,0.3356,9.48,6.65,2.03,5.798,125931,7247,174060,100,89.8,19.3,0,100,80.4,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 341,831, density 7596.24, NA% short trips, and NA% medium trips."
Andhra Pradesh,East Godavari,Kakinada,16.99,82.25,312538,192.3,1625.26,Short Trips (IPT/Bus Focus),116.444,0.6055,7.89,7.36,1.73,7.181,139392,14689,149956,100,91.4,21.7,0,100,80.88,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 312,538, density 1625.26, NA% short trips, and NA% medium trips."
Andhra Pradesh,West Godavari,Tadepalligudem,16.81,81.53,104032,217,479.41,Short Trips (IPT/Bus Focus),76.356,0.3519,7.98,6.07,2.17,6.098,37410,1935,50351,45.8,89.2,17.9,54.2,100,74.75,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 104,032, density 479.41, NA% short trips, and NA% medium trips."
Andhra Pradesh,West Godavari,Eluru,16.7,81.1,218020,235,927.74,Short Trips (IPT/Bus Focus),96.105,0.409,8.3,5.75,2.33,5.945,89257,4622,118472,100,88.4,19.9,0,100,80.25,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 218,020, density 927.74, NA% short trips, and NA% medium trips."
Andhra Pradesh,West Godavari,Bhimavaram,16.54,81.52,146961,194,757.53,Short Trips (IPT/Bus Focus),55.747,0.2874,10.26,5.81,2.13,7.859,57903,2880,68366,66.8,89.4,20.6,33.2,100,77.15,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 146,961, density 757.53, NA% short trips, and NA% medium trips."
Andhra Pradesh,Krishna,Vijayawada,16.52,80.63,1021806,61.88,16512.7,Long Trips (Metro/BRT Focus),109.674,1.7724,31.53,7.76,1.79,5.4,786995,35354,289580,40.5,91,47.8,59.5,100,77.48,Bus + BRT/Trolley + IPT (plan Metro/LRT corridors),"Based on population 1,021,806, density 16512.7, NA% short trips, and NA% medium trips."
Andhra Pradesh,Krishna,Gudivada,16.44,80.99,118167,117,1009.97,Short Trips (IPT/Bus Focus),81.159,0.6937,11.15,7.1,1.73,8.142,49323,2245,48425,80,91.4,22,20,100,78.91,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 118,167, density 1009.97, NA% short trips, and NA% medium trips."
Andhra Pradesh,Krishna,Machilipatnam,16.17,81.13,169892,405,419.49,Short Trips (IPT/Bus Focus),210.072,0.5187,7.44,7.08,1.82,6.666,56642,10092,88038,47.9,90.9,18.1,52.1,100,75.24,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 169,892, density 419.49, NA% short trips, and NA% medium trips."
Andhra Pradesh,Guntur,Mangalagiri,16.43,80.55,107197,141,760.26,Short Trips (IPT/Bus Focus),50.712,0.3597,7.36,6.98,1.91,6.123,44358,2058,57308,50.2,90.4,19.3,49.8,100,75.51,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 107,197, density 760.26, NA% short trips, and NA% medium trips."
Andhra Pradesh,Guntur,Narasaraopet,16.25,80.07,117489,236,497.83,Short Trips (IPT/Bus Focus),137.743,0.5837,10.89,7.4,1.82,5.719,49298,4347,56512,50.1,90.9,22.5,49.9,100,75.9,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 117,489, density 497.83, NA% short trips, and NA% medium trips."
Andhra Pradesh,Guntur,Chilakaluripet,16.09,80.17,101398,15,6759.87,Short Trips (IPT/Bus Focus),11.386,0.7591,9.62,7.76,1.68,6.443,35408,1987,49279,50.6,91.6,18.7,49.4,100,75.67,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 101,398, density 6759.87, NA% short trips, and NA% medium trips."
Andhra Pradesh,Guntur,Guntur,16.31,80.44,670073,193,3471.88,Short Trips (IPT/Bus Focus),143.338,0.7427,28.83,7.26,2,4.852,468113,13267,207723,70.9,90,43.2,29.1,100,79.91,Bus System + IPT (dedicated lanes on major corridors),"Based on population 670,073, density 3471.88, NA% short trips, and NA% medium trips."
Andhra Pradesh,Guntur,Tenali,16.24,80.65,164937,114,1446.82,Short Trips (IPT/Bus Focus),56.291,0.4938,8.63,7.32,1.71,7.49,59014,3134,74881,75.3,91.4,18.3,24.7,100,78.07,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 164,937, density 1446.82, NA% short trips, and NA% medium trips."
Andhra Pradesh,Prakasam,Ongole,15.51,80.05,204746,204,1003.66,Short Trips (IPT/Bus Focus),16.473,0.0807,10.04,7.3,1.7,7.793,92668,4095,99097,100,91.5,22.4,0,100,80.96,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 204,746, density 1003.66, NA% short trips, and NA% medium trips."
Andhra Pradesh,Sri Potti Sriramulu Nellore,Nellore,14.44,79.99,547621,343,1596.56,Short Trips (IPT/Bus Focus),132.632,0.3867,28.86,6.11,2.24,5.517,371068,11391,183015,96.8,88.8,42.5,3.2,100,82.25,Bus System + IPT (dedicated lanes on major corridors),"Based on population 547,621, density 1596.56, NA% short trips, and NA% medium trips."
Andhra Pradesh,Y.S.R.,Proddatur,14.75,78.55,163970,21.06,7785.85,Short Trips (IPT/Bus Focus),15.943,0.757,10.08,6.89,1.9,6.261,71130,3181,86019,100,90.5,21.8,0,100,80.76,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 163,970, density 7785.85, NA% short trips, and NA% medium trips."
Andhra Pradesh,Y.S.R.,Kadapa,14.48,78.8,318916,164.08,1943.66,Short Trips (IPT/Bus Focus),74.405,0.4535,10,5.21,2.5,6.526,124696,6187,154610,100,87.5,20.3,0,100,80.16,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 318,916, density 1943.66, NA% short trips, and NA% medium trips."
Andhra Pradesh,Kurnool,Kurnool,15.83,78.03,424920,341,1246.1,Short Trips (IPT/Bus Focus),108.92,0.3194,11.2,7.35,1.67,8.179,165039,35778,209486,100,91.6,23.2,0,100,81.06,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 424,920, density 1246.1, NA% short trips, and NA% medium trips."
Andhra Pradesh,Kurnool,Adoni,15.62,77.27,184625,544,339.38,Short Trips (IPT/Bus Focus),187.872,0.3454,10.92,6.2,2.1,6.57,70379,3508,96707,100,89.5,20.6,0,100,80.48,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 184,625, density 339.38, NA% short trips, and NA% medium trips."
Andhra Pradesh,Kurnool,Nandyal,15.48,78.48,211424,222,952.36,Short Trips (IPT/Bus Focus),46.799,0.2108,9.89,7.03,1.78,7.41,87191,11417,98354,100,91.1,22.1,0,100,80.87,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 211,424, density 952.36, NA% short trips, and NA% medium trips."
Andhra Pradesh,Anantapur,Guntakal,15.17,77.37,126270,402,314.1,Short Trips (IPT/Bus Focus),162.918,0.4053,12.27,6.62,1.99,6.109,49851,2576,61898,50.7,90,22,49.3,100,75.77,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 126,270, density 314.1, NA% short trips, and NA% medium trips."
Andhra Pradesh,Anantapur,Tadpatri,14.92,78.02,108171,361,299.64,Short Trips (IPT/Bus Focus),255.424,0.7075,10.05,6.43,2.04,6.274,43160,2163,54799,61.6,89.8,20.7,38.4,100,76.7,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 108,171, density 299.64, NA% short trips, and NA% medium trips."
Andhra Pradesh,Anantapur,Anantapur,14.69,77.6,261004,278,938.86,Short Trips (IPT/Bus Focus),147.73,0.5314,10.14,5.67,2.24,7.157,104036,5168,129406,100,88.8,20.7,0,100,80.39,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 261,004, density 938.86, NA% short trips, and NA% medium trips."
Andhra Pradesh,Anantapur,Dharmavaram,14.41,77.71,121874,375,325,Short Trips (IPT/Bus Focus),281.747,0.7513,9.84,5.65,2.27,6.821,43533,2437,74221,52.2,88.6,19.1,47.8,100,75.42,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 121,874, density 325.0, NA% short trips, and NA% medium trips."
Andhra Pradesh,Anantapur,Hindupur,13.82,77.48,151677,200,758.38,Short Trips (IPT/Bus Focus),111.3,0.5565,9,6.48,1.94,7.217,51024,3003,88397,100,90.3,17.9,0,100,80.34,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 151,677, density 758.38, NA% short trips, and NA% medium trips."
Andhra Pradesh,Chittoor,Tirupati,13.63,79.42,293421,27.44,10693.19,Short Trips (IPT/Bus Focus),18.529,0.6753,10.54,6.98,1.86,6.549,115608,15023,129751,100,90.7,21.9,0,100,80.8,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 293,421, density 10693.19, NA% short trips, and NA% medium trips."
Andhra Pradesh,Chittoor,Madanapalle,13.55,78.5,180180,347,519.25,Short Trips (IPT/Bus Focus),231.042,0.6658,11.93,5.67,2.35,5.966,72036,3748,87892,80,88.2,22,20,100,78.43,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 180,180, density 519.25, NA% short trips, and NA% medium trips."
Andhra Pradesh,Chittoor,Chittoor,13.22,79.1,160722,177,908.03,Short Trips (IPT/Bus Focus),84.27,0.4761,10.89,7.68,1.64,7.145,66475,2989,73836,97.3,91.8,21.7,2.7,100,80.67,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 160,722, density 908.03, NA% short trips, and NA% medium trips."
Karnataka,Belgaum,Belgaum,15.85,74.5,490045,1032,474.85,Short Trips (IPT/Bus Focus),407.512,0.3949,11.2,7.19,1.84,6.223,162891,9507,277071,100,90.8,19.2,0,100,80.54,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 490,045, density 474.85, NA% short trips, and NA% medium trips."
Karnataka,Bagalkot,Bagalkot,16.17,75.68,111933,925,121.01,Short Trips (IPT/Bus Focus),488.135,0.5277,10.07,7.06,1.81,6.835,38818,3806,56437,37.6,91,19.4,62.4,100,74.35,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 111,933, density 121.01, NA% short trips, and NA% medium trips."
Karnataka,Bijapur,Bijapur,16.83,75.73,327427,2648,123.65,Short Trips (IPT/Bus Focus),1448.127,0.5469,9.9,6.08,2.09,7.018,124357,6680,145312,100,89.6,19.9,0,100,80.43,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 327,427, density 123.65, NA% short trips, and NA% medium trips."
Karnataka,Bidar,Bidar,17.92,77.52,216020,908,237.91,Short Trips (IPT/Bus Focus),335.764,0.3698,11.67,6.45,2.02,6.585,77940,4536,121749,64.1,89.9,20.5,35.9,100,76.94,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 216,020, density 237.91, NA% short trips, and NA% medium trips."
Karnataka,Raichur,Raichur,16.2,77.36,234073,1546,151.41,Short Trips (IPT/Bus Focus),518.064,0.3351,9.62,6.52,1.93,7.194,100651,4447,115585,100,90.4,21.4,0,100,80.7,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 234,073, density 151.41, NA% short trips, and NA% medium trips."
Karnataka,Koppal,Gangawati,15.43,76.53,114642,1334,85.94,Short Trips (IPT/Bus Focus),569.062,0.4266,8.75,6.62,1.93,6.855,43908,2224,57367,45.4,90.4,19.2,54.6,100,75.02,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 114,642, density 85.94, NA% short trips, and NA% medium trips."
Karnataka,Gadag,Gadag-Betigeri,15.42,75.62,172612,54.01,3195.93,Short Trips (IPT/Bus Focus),34.73,0.643,10.71,6.73,1.87,7.358,81438,3556,79609,100,90.6,23.6,0,100,80.95,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 172,612, density 3195.93, NA% short trips, and NA% medium trips."
Karnataka,Dharwad,Hubli-Dharwad,0,0,943788,0,0,Short Trips (IPT/Bus Focus),25.287,0,27.38,7.73,1.89,4.726,655178,18498,382800,81.2,90.6,42,18.8,100,60.91,Bus System + IPT (dedicated lanes on major corridors),"Based on population 943,788, density 0.0, NA% short trips, and NA% medium trips."
Karnataka,Haveri,Ranibennur,14.62,75.62,106406,901,118.1,Short Trips (IPT/Bus Focus),235.136,0.261,7.8,7.03,1.85,6.472,41583,2171,60417,33.3,90.8,18.9,66.7,100,73.84,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 106,406, density 118.1, NA% short trips, and NA% medium trips."
Karnataka,Bellary,Hospet,15.27,76.38,206167,934,220.74,Short Trips (IPT/Bus Focus),618.225,0.6619,9.93,5.82,2.18,6.932,81065,4206,105887,97.3,89.1,20.4,2.7,100,80.14,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 206,167, density 220.74, NA% short trips, and NA% medium trips."
Karnataka,Bellary,Bellary,15.1,76.92,410445,1689,243.01,Short Trips (IPT/Bus Focus),512.487,0.3034,6.96,5.77,2.27,6.386,159909,8127,171648,100,88.6,18.3,0,100,80.12,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 410,445, density 243.01, NA% short trips, and NA% medium trips."
Karnataka,Chitradurga,Chitradurga,14.23,76.4,145853,1383,105.46,Short Trips (IPT/Bus Focus),519.92,0.3759,10.21,6.94,1.87,6.589,57437,3005,70651,51.4,90.6,20.6,48.6,100,75.79,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 145,853, density 105.46, NA% short trips, and NA% medium trips."
Karnataka,Davanagere,Davanagere,14.46,75.92,434971,958,454.04,Short Trips (IPT/Bus Focus),285.446,0.298,11.62,6.97,1.85,6.626,171553,9134,208525,100,90.8,21.6,0,100,80.78,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 434,971, density 454.04, NA% short trips, and NA% medium trips."
Karnataka,Shimoga,Shimoga,13.93,75.57,322650,1114,289.63,Short Trips (IPT/Bus Focus),826.8,0.7422,11.52,7.07,1.87,6.147,132028,6518,153904,100,90.6,22,0,100,80.79,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 322,650, density 289.63, NA% short trips, and NA% medium trips."
Karnataka,Shimoga,Bhadravati,13.84,75.7,151102,686,220.27,Short Trips (IPT/Bus Focus),300.698,0.4383,9.56,6.77,1.96,6.096,64369,2992,67240,63.3,90.2,21.2,36.7,100,76.98,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 151,102, density 220.27, NA% short trips, and NA% medium trips."
Karnataka,Udupi,Udupi,13.34,74.74,144960,939,154.38,Short Trips (IPT/Bus Focus),320.744,0.3416,9.96,7.36,1.74,6.835,61927,3189,80163,72.8,91.3,21.6,27.2,100,78.14,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 144,960, density 154.38, NA% short trips, and NA% medium trips."
Karnataka,Chikmagalur,Chikmagalur,13.3,75.73,118401,1592,74.37,Short Trips (IPT/Bus Focus),802.912,0.5043,10.61,6.11,2.09,6.875,41204,2273,61379,47.5,89.6,19.3,52.5,100,75.12,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 118,401, density 74.37, NA% short trips, and NA% medium trips."
Karnataka,Tumkur,Tumkur,13.33,77.1,302143,1028,293.91,Short Trips (IPT/Bus Focus),507.177,0.4934,12.91,6.03,2.14,6.67,117473,8520,141161,100,89.3,22.5,0,100,80.64,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 302,143, density 293.91, NA% short trips, and NA% medium trips."
Karnataka,Bangalore,BBMP,0,0,8443675,0,0,Long Trips (Metro/BRT Focus),229.677,0,56.44,9.87,1.56,4.256,6297293,3046478,1472577,100,92.2,74.5,0,60,62.28,Integrated Metro + Bus + IPT + Non-Motorised Transport (low density: prefer Bus/BRT + IPT; metro less efficient),"Based on population 8,443,675, density 0.0, NA% short trips, and NA% medium trips."
Karnataka,Mandya,Mandya,12.52,76.89,137358,713,192.65,Short Trips (IPT/Bus Focus),356.877,0.5005,9.62,7.21,1.73,7.639,54696,5247,60465,61.9,91.4,21,38.1,100,77,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 137,358, density 192.65, NA% short trips, and NA% medium trips."
Karnataka,Hassan,Hassan,13.01,76.1,155006,933,166.14,Short Trips (IPT/Bus Focus),297.635,0.319,11.96,6.6,2.05,5.799,54655,3100,85346,53.8,89.8,20.4,46.2,100,75.89,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 155,006, density 166.14, NA% short trips, and NA% medium trips."
Karnataka,Dakshina Kannada,Mangalore,12.8,74.83,499487,865,577.44,Short Trips (IPT/Bus Focus),302.331,0.3495,8.2,6.37,2.14,5.679,190604,9091,250143,100,89.3,18.8,0,100,80.27,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 499,487, density 577.44, NA% short trips, and NA% medium trips."
Karnataka,Mysore,Mysore,12.3,76.65,920550,797,1155.02,Short Trips (IPT/Bus Focus),164.28,0.2061,23.36,7.07,1.92,5.607,616953,17859,295681,90.7,90.4,38.6,9.3,100,81.49,Bus System + IPT (dedicated lanes on major corridors),"Based on population 920,550, density 1155.02, NA% short trips, and NA% medium trips."
Karnataka,Gulbarga,Gulbarga,17.32,76.82,543147,1741,311.97,Short Trips (IPT/Bus Focus),506.157,0.2907,29.64,7.45,1.88,5.238,405079,11406,142956,98.4,90.6,45.3,1.6,100,82.96,Bus System + IPT (dedicated lanes on major corridors),"Based on population 543,147, density 311.97, NA% short trips, and NA% medium trips."
Karnataka,Kolar,Kolar,13.13,78.13,138462,792,174.83,Short Trips (IPT/Bus Focus),512.373,0.6469,10.58,6.97,1.88,6.314,54056,2631,71585,87.7,90.6,20.7,12.3,100,79.43,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 138,462, density 174.83, NA% short trips, and NA% medium trips."
Karnataka,Kolar,Robertson Pet,12.95,78.27,162230,58.12,2791.29,Short Trips (IPT/Bus Focus),41.696,0.7174,10.2,6.1,2.31,5.148,64827,9539,81083,79.4,88.4,22.1,20.6,100,78.41,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 162,230, density 2791.29, NA% short trips, and NA% medium trips."
Kerala,Kasaragod,Kanhangad,12.3,75.08,125564,140,896.89,Short Trips (IPT/Bus Focus),62.24,0.4446,8.35,6.2,2.16,5.907,53365,2486,57634,65.4,89.2,20.4,34.6,100,76.96,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 125,564, density 896.89, NA% short trips, and NA% medium trips."
Kerala,Kozhikode,Kozhikode,11.26,75.78,550440,1032,533.37,Short Trips (IPT/Bus Focus),814.742,0.7895,23.68,7.53,1.82,5.565,433967,12550,181535,72.7,90.9,42.8,27.3,95.5,79.74,Bus System + IPT (dedicated lanes on major corridors),"Based on population 550,440, density 533.37, NA% short trips, and NA% medium trips."
Kerala,Malappuram,Malappuram,11.07,76.07,101386,33.61,3016.54,Short Trips (IPT/Bus Focus),18.074,0.5378,9.9,7.5,1.69,7.172,41102,1947,50064,61.6,91.6,20.8,38.4,100,76.98,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 101,386, density 3016.54, NA% short trips, and NA% medium trips."
Kerala,Palakkad,Palakkad,10.78,76.65,130955,713,183.67,Short Trips (IPT/Bus Focus),258.812,0.363,12,7.06,1.76,7.68,45153,2619,64168,40.4,91.2,20.2,59.6,100,74.74,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 130,955, density 183.67, NA% short trips, and NA% medium trips."
Kerala,Thrissur,Thrissur,10.53,76.21,315957,630,501.52,Short Trips (IPT/Bus Focus),259.392,0.4117,8.45,6.24,2.1,6.394,131817,5814,141675,100,89.5,20.2,0,100,80.44,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 315,957, density 501.52, NA% short trips, and NA% medium trips."
Kerala,Ernakulam,Kochi,9.97,76.28,601574,129,4663.36,Long Trips (Metro/BRT Focus),80.788,0.6263,18.4,7.53,1.78,5.895,388136,11189,234975,78.4,91.1,34.4,21.6,100,79.94,Bus System + IPT (dedicated lanes on major corridors),"Based on population 601,574, density 4663.36, NA% short trips, and NA% medium trips."
Kerala,Alappuzha,Alappuzha,9.5,76.34,240991,46.2,5216.26,Short Trips (IPT/Bus Focus),25.43,0.5504,5.92,7.32,1.71,7.536,89359,4675,137317,81.2,91.4,17,18.8,100,78.53,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 240,991, density 5216.26, NA% short trips, and NA% medium trips."
Kerala,Kollam,Kollam,8.89,76.61,350131,380,921.4,Short Trips (IPT/Bus Focus),211.471,0.5565,11.37,6.34,2.02,6.938,119885,7283,186340,100,89.9,19.7,0,100,80.46,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 350,131, density 921.4, NA% short trips, and NA% medium trips."
Kerala,Thiruvananthapuram,Thiruvananthapuram,8.52,76.94,762535,308,2475.76,Short Trips (IPT/Bus Focus),187.71,0.6094,22.34,6.7,1.99,6.114,532249,43312,320265,83.8,90,40.1,16.2,97.1,80.6,Bus System + IPT (dedicated lanes on major corridors),"Based on population 762,535, density 2475.76, NA% short trips, and NA% medium trips."
Tamil Nadu,Thiruvallur,Avadi,13.12,80.1,345996,65,5323.02,Short Trips (IPT/Bus Focus),39.103,0.6016,10.4,6.89,1.97,5.655,127465,21244,177496,100,90.2,21.3,0,100,80.66,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 345,996, density 5323.02, NA% short trips, and NA% medium trips."
Tamil Nadu,Thiruvallur,Ambattur,13.08,80.15,466205,180,2590.03,Short Trips (IPT/Bus Focus),95.241,0.5291,10.15,6.37,2.09,6.014,171190,9138,218557,100,89.6,19.7,0,100,80.41,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 466,205, density 2590.03, NA% short trips, and NA% medium trips."
Tamil Nadu,Thiruvallur,Tiruvottiyur,13.17,80.3,249446,0,0,Short Trips (IPT/Bus Focus),5.306,0,7.44,7.06,1.84,6.506,105266,5039,135499,100,90.8,19.7,0,100,60.59,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 249,446, density 0.0, NA% short trips, and NA% medium trips."
Tamil Nadu,Thiruvallur,Madavaram,13.15,80.23,119105,0,0,Short Trips (IPT/Bus Focus),3.917,0,7.03,7.45,1.81,5.732,48595,3240,55789,100,91,19.2,0,100,60.57,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 119,105, density 0.0, NA% short trips, and NA% medium trips."
Tamil Nadu,Chennai,Chennai,13.07,80.24,4646732,426,10907.82,Long Trips (Metro/BRT Focus),252.07,0.5917,38.7,8.36,1.93,3.988,2934876,1692340,799238,100,90.4,59,0,100,84.46,Metro/LRT + BRT + Bus + IPT,"Based on population 4,646,732, density 10907.82, NA% short trips, and NA% medium trips."
